endTime,artistName,trackName,Minutes Played,Day,Week,Month
2021-12-26 10:22:00,Taylor Swift,I Knew You Were Trouble (Taylor's Version),3.66,26,51,12
2021-12-26 11:06:00,Taylor Swift,evermore (feat. Bon Iver),5.06,26,51,12
2021-12-26 11:56:00,Taylor Swift,All Too Well (Taylor's Version),5.33,26,51,12
2021-12-26 15:09:00,Taylor Swift,mad woman,3.85,26,51,12
2021-12-26 15:14:00,Taylor Swift,Untouchable (Taylor’s Version),5.2,26,51,12
2021-12-26 15:18:00,Taylor Swift,Lover,3.69,26,51,12
2021-12-26 15:21:00,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),3.22,26,51,12
2021-12-26 15:26:00,Taylor Swift,betty,4.91,26,51,12
2021-12-26 15:38:00,Taylor Swift,invisible string,1.78,26,51,12
2021-12-27 00:59:00,Taylor Swift,invisible string,2.46,27,52,12
2021-12-27 01:03:00,Taylor Swift,cardigan,3.99,27,52,12
2021-12-27 01:06:00,Taylor Swift,Red (Taylor's Version),3.72,27,52,12
2021-12-27 01:19:00,Taylor Swift,Fearless (Taylor’s Version),3.07,27,52,12
2021-12-27 03:00:00,Taylor Swift,Fearless (Taylor’s Version),0.96,27,52,12
2021-12-27 03:04:00,Taylor Swift,willow,3.58,27,52,12
2021-12-27 03:07:00,Taylor Swift,You Belong With Me (Taylor’s Version),3.85,27,52,12
2021-12-27 03:11:00,Taylor Swift,hoax,3.67,27,52,12
2021-12-27 03:15:00,Taylor Swift,Delicate,3.87,27,52,12
2021-12-27 03:30:00,Taylor Swift,the 1,3.5,27,52,12
2021-12-27 03:35:00,Taylor Swift,exile (feat. Bon Iver),4.76,27,52,12
2021-12-27 03:37:00,Taylor Swift,Tim McGraw,2.77,27,52,12
2021-12-27 03:38:00,Taylor Swift,Tim McGraw,1.04,27,52,12
2021-12-27 06:21:00,Taylor Swift,Red (Taylor's Version),2.04,27,52,12
2021-12-27 06:25:00,Taylor Swift,Red (Taylor's Version),1.68,27,52,12
2021-12-27 06:29:00,Taylor Swift,Begin Again (Taylor's Version),3.98,27,52,12
2021-12-27 06:33:00,Taylor Swift,Love Story (Taylor’s Version),3.93,27,52,12
2021-12-27 06:44:00,Taylor Swift,I Knew You Were Trouble (Taylor's Version),0.8,27,52,12
2021-12-27 06:54:00,Taylor Swift,willow,3.58,27,52,12
2021-12-27 06:59:00,Taylor Swift,my tears ricochet,4.26,27,52,12
2021-12-27 07:03:00,Taylor Swift,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),4.31,27,52,12
2021-12-27 07:08:00,Taylor Swift,august,4.37,27,52,12
2021-12-27 07:13:00,Taylor Swift,betty,4.91,27,52,12
2021-12-27 12:10:00,Adele,Easy On Me,3.74,27,52,12
2021-12-27 12:14:00,Adele,Don't You Remember,4.05,27,52,12
2021-12-27 13:00:00,Adele,I'll Be Waiting,3.83,27,52,12
2021-12-27 13:04:00,Adele,Chasing Pavements,3.43,27,52,12
2021-12-27 13:07:00,Adele,Make You Feel My Love,3.53,27,52,12
2021-12-27 13:11:00,Adele,Easy On Me,3.74,27,52,12
2021-12-27 13:15:00,Adele,Rolling in the Deep,3.8,27,52,12
2021-12-27 13:20:00,Adele,Someone Like You,4.75,27,52,12
2021-12-27 13:25:00,Adele,Don't You Remember,0.67,27,52,12
2021-12-27 13:25:00,Adele,When We Were Young,4.85,27,52,12
2021-12-27 13:30:00,Adele,Tired,4.31,27,52,12
2021-12-27 13:34:00,Adele,Love In The Dark,4.77,27,52,12
2021-12-27 13:47:00,Adele,I'll Be Waiting,2.77,27,52,12
2021-12-27 13:54:00,Adele,I'll Be Waiting,1.25,27,52,12
2021-12-27 14:00:00,Adele,One And Only,5.8,27,52,12
2021-12-27 14:04:00,Adele,Don't You Remember,4.05,27,52,12
2021-12-27 14:07:00,Adele,Set Fire to the Rain,3.33,27,52,12
2021-12-27 14:13:00,Taylor Swift,Enchanted,5.87,27,52,12
2021-12-27 14:18:00,Adele,Someone Like You,4.75,27,52,12
2021-12-27 14:21:00,Alan Walker,Faded,3.54,27,52,12
2021-12-27 14:27:00,Céline Dion,Let's Talk About Love,5.21,27,52,12
2021-12-27 14:32:00,Céline Dion,The Power of Love,5.71,27,52,12
2021-12-27 14:36:00,Adele,Rolling in the Deep,3.8,27,52,12
2021-12-27 14:39:00,Shawn Mendes,Where Were You In The Morning?,3.34,27,52,12
2021-12-27 14:43:00,Taylor Swift,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),3.16,27,52,12
2021-12-27 14:47:00,Adele,Hello,4.93,27,52,12
2021-12-27 14:51:00,Shawn Mendes,There's Nothing Holdin' Me Back,3.32,27,52,12
2021-12-27 14:54:00,Harry Styles,Watermelon Sugar,2.9,27,52,12
2021-12-27 14:57:00,Susan Egan,I Won't Say (I'm In Love),2.34,27,52,12
2021-12-27 15:01:00,Taylor Swift,Lover,3.69,27,52,12
2021-12-27 15:05:00,Britney Spears,Criminal,3.75,27,52,12
2021-12-27 15:08:00,Dua Lipa,Levitating,3.4,27,52,12
2021-12-27 15:13:00,Ed Sheeran,Perfect,4.39,27,52,12
2021-12-27 15:16:00,Lady Gaga,Always Remember Us This Way,3.5,27,52,12
2021-12-27 15:20:00,Adele,Easy On Me,3.74,27,52,12
2021-12-27 15:24:00,Céline Dion,Where Does My Heart Beat Now,4.55,27,52,12
2021-12-27 15:28:00,Ed Sheeran,Overpass Graffiti,3.95,27,52,12
2021-12-27 15:36:00,Céline Dion,It's All Coming Back to Me Now,7.61,27,52,12
2021-12-27 15:40:00,Taylor Swift,Blank Space,3.86,27,52,12
2021-12-27 15:44:00,Taylor Swift,Begin Again (Taylor's Version),3.98,27,52,12
2021-12-27 15:45:00,Taylor Swift,Our Song,0.89,27,52,12
2021-12-28 01:52:00,Maren Morris,The Bones,3.29,28,52,12
2021-12-28 01:56:00,Christina Perri,A Thousand Years,4.75,28,52,12
2021-12-28 02:01:00,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",4.67,28,52,12
2021-12-28 02:11:00,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),10.22,28,52,12
2021-12-28 02:14:00,Lea Salonga,A Whole New World,2.68,28,52,12
2021-12-28 02:17:00,Tape Machines,Lost You,3.03,28,52,12
2021-12-28 02:21:00,Taylor Swift,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),4.09,28,52,12
2021-12-28 02:32:00,Taylor Swift,Our Song,0.77,28,52,12
2021-12-28 03:26:00,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",3.39,28,52,12
2021-12-28 04:41:00,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",1.28,28,52,12
2021-12-28 04:44:00,Shawn Mendes,Señorita,3.18,28,52,12
2021-12-28 04:48:00,Taylor Swift,Red,3.72,28,52,12
2021-12-28 04:52:00,Taylor Swift,exile (feat. Bon Iver),4.76,28,52,12
2021-12-28 04:56:00,Taylor Swift,willow,3.58,28,52,12
2021-12-28 05:01:00,Taylor Swift,evermore (feat. Bon Iver),5.07,28,52,12
2021-12-28 05:06:00,Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",4.56,28,52,12
2021-12-28 05:10:00,Céline Dion,I Surrender,4.8,28,52,12
2021-12-28 05:16:00,Céline Dion,The Power of Love,5.71,28,52,12
2021-12-28 05:24:00,Céline Dion,It's All Coming Back to Me Now,7.61,28,52,12
2021-12-28 05:28:00,Céline Dion,Where Does My Heart Beat Now,4.55,28,52,12
2021-12-28 05:39:00,Ed Sheeran,Shape of You,3.9,28,52,12
2021-12-28 05:44:00,Céline Dion,Let's Talk About Love,5.21,28,52,12
2021-12-28 05:49:00,Ed Sheeran,Perfect,4.39,28,52,12
2021-12-28 05:52:00,Lea Salonga,A Whole New World,2.68,28,52,12
2021-12-28 05:56:00,Ed Sheeran,Tenerife Sea,4.02,28,52,12
2021-12-28 06:00:00,Shawn Mendes,Mercy,3.48,28,52,12
2021-12-28 06:04:00,Alan Walker,Faded,3.54,28,52,12
2021-12-28 06:07:00,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38,28,52,12
2021-12-28 06:11:00,Taylor Swift,Tim McGraw,3.87,28,52,12
2021-12-28 06:14:00,Susan Egan,I Won't Say (I'm In Love),2.34,28,52,12
2021-12-28 06:25:00,Shawn Mendes,Where Were You In The Morning?,0.96,28,52,12
2021-12-28 06:33:00,Britney Spears,Oops!...I Did It Again,3.4,28,52,12
2021-12-28 06:37:00,Taylor Swift,evermore (feat. Bon Iver),4.58,28,52,12
2021-12-28 06:41:00,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3.38,28,52,12
2021-12-28 06:44:00,Adele,Easy On Me,3.74,28,52,12
2021-12-28 06:48:00,Taylor Swift,Delicate,3.87,28,52,12
2021-12-28 07:00:00,Taylor Swift,my tears ricochet,0.54,28,52,12
2021-12-28 07:09:00,Taylor Swift,my tears ricochet,3.73,28,52,12
2021-12-28 07:13:00,Maren Morris,The Bones - with Hozier,3.29,28,52,12
2021-12-28 07:16:00,Lady Gaga,Always Remember Us This Way,3.5,28,52,12
2021-12-28 07:20:00,Ed Sheeran,Tenerife Sea,4.02,28,52,12
2021-12-28 07:31:00,Adele,All I Ask,0.9,28,52,12
2021-12-28 07:54:00,Adele,All I Ask,3.64,28,52,12
2021-12-28 07:59:00,Adele,Someone Like You,4.75,28,52,12
2021-12-28 08:03:00,Taylor Swift,willow,3.58,28,52,12
2021-12-28 08:19:00,Taylor Swift,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),0.87,28,52,12
2021-12-28 11:15:00,Adele,Hello,4.93,28,52,12
2021-12-28 11:19:00,Adele,Someone Like You,4.75,28,52,12
2021-12-28 11:23:00,Adele,Rolling in the Deep,3.8,28,52,12
2021-12-28 11:28:00,Adele,When We Were Young,4.85,28,52,12
2021-12-28 11:32:00,Adele,Easy On Me,3.74,28,52,12
2021-12-28 11:35:00,Adele,Chasing Pavements,3.51,28,52,12
2021-12-28 11:39:00,Adele,Make You Feel My Love,3.53,28,52,12
2021-12-28 11:43:00,Adele,Tired,4.31,28,52,12
2021-12-28 11:48:00,Adele,Love In The Dark,4.77,28,52,12
2021-12-28 11:52:00,Adele,I'll Be Waiting,4.02,28,52,12
2021-12-28 11:58:00,Adele,One And Only,5.8,28,52,12
2021-12-28 12:02:00,Adele,Don't You Remember,4.05,28,52,12
2021-12-28 12:06:00,Adele,Set Fire to the Rain,4.05,28,52,12
2021-12-28 12:09:00,Adele,Remedy,2.63,28,52,12
2021-12-28 12:13:00,Adele,All I Ask,4.37,28,52,12
2021-12-28 12:26:00,Taylor Swift,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4.0,28,52,12
2021-12-28 12:29:00,Camila Cabello,Living Proof,3.24,28,52,12
2021-12-28 12:32:00,Camila Cabello,"Million To One - from the Amazon Original Movie ""Cinderella""",3.39,28,52,12
2021-12-28 12:38:00,Taylor Swift,evermore (feat. Bon Iver),5.07,28,52,12
2021-12-28 12:40:00,Adele,I'll Be Waiting,2.75,28,52,12
2021-12-28 12:41:00,Adele,I'll Be Waiting,1.21,28,52,12
2021-12-28 12:45:00,Adele,Easy On Me,3.74,28,52,12
2021-12-28 12:50:00,Taylor Swift,exile (feat. Bon Iver),4.76,28,52,12
2021-12-28 12:53:00,Shawn Mendes,Señorita,3.18,28,52,12
2021-12-28 13:00:00,Lata Mangeshkar,Mere Naina Sawan Bhadon- Lata Mangeshkar,6.8,28,52,12
2021-12-28 13:05:00,Adele,Love In The Dark,4.77,28,52,12
2021-12-28 13:08:00,Taylor Swift,willow,3.58,28,52,12
2021-12-28 13:11:00,Lea Salonga,A Whole New World,2.68,28,52,12
2021-12-28 13:15:00,Taylor Swift,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4.0,28,52,12
2021-12-28 13:18:00,Camila Cabello,"Million To One - from the Amazon Original Movie ""Cinderella""",3.39,28,52,12
2021-12-28 13:23:00,Lorne Balfe,"Al'Naito (The Flame) - from ""The Wheel Of Time"" soundtrack",4.14,28,52,12
2021-12-28 13:24:00,Céline Dion,I Surrender,1.65,28,52,12
2021-12-28 13:27:00,Céline Dion,I Surrender,3.2,28,52,12
2021-12-28 13:32:00,Adele,Someone Like You,4.75,28,52,12
2021-12-28 13:36:00,Adele,Easy On Me,3.74,28,52,12
2021-12-28 13:41:00,Adele,All I Ask,4.53,28,52,12
2021-12-28 13:54:00,Lady Gaga,Always Remember Us This Way,3.26,28,52,12
2021-12-28 14:02:00,Adele,Love In The Dark,4.77,28,52,12
2021-12-28 14:06:00,Camila Cabello,Shameless,3.66,28,52,12
2021-12-28 14:09:00,Camila Cabello,"Million To One - from the Amazon Original Movie ""Cinderella""",3.39,28,52,12
2021-12-28 14:19:00,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),10.22,28,52,12
2021-12-28 14:24:00,Taylor Swift,evermore (feat. Bon Iver),4.52,28,52,12
2021-12-28 14:28:00,Camila Cabello,Shameless,3.66,28,52,12
2021-12-28 14:34:00,Lady Gaga,I'll Never Love Again - Extended Version,5.48,28,52,12
2021-12-28 14:38:00,Taylor Swift,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),4.09,28,52,12
2021-12-28 14:48:00,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),10.22,28,52,12
2021-12-28 14:51:00,Maren Morris,The Bones - with Hozier,3.29,28,52,12
2021-12-28 14:55:00,Taylor Swift,Begin Again (Taylor's Version),3.98,28,52,12
2021-12-28 14:59:00,Lady Gaga,Shallow - Radio Edit,3.62,28,52,12
2021-12-28 15:02:00,Shawn Mendes,Señorita,3.18,28,52,12
2021-12-28 15:06:00,Adele,I'll Be Waiting,4.02,28,52,12
2021-12-28 15:10:00,Taylor Swift,willow,3.58,28,52,12
2021-12-28 15:14:00,Adele,Someone Like You,4.75,28,52,12
2021-12-28 15:20:00,Lata Mangeshkar,Bhor Bhaye Panghat Pe,5.48,28,52,12
2021-12-28 15:23:00,Camila Cabello,Don't Go Yet,2.75,28,52,12
2021-12-28 15:27:00,Taylor Swift,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4.0,28,52,12
2021-12-28 15:30:00,Adele,Easy On Me,3.74,28,52,12
2021-12-28 15:35:00,Céline Dion,I Surrender,4.8,28,52,12
2021-12-28 15:39:00,Lorne Balfe,"Al'Naito (The Flame) - from ""The Wheel Of Time"" soundtrack",4.14,28,52,12
2021-12-28 15:44:00,Adele,Love In The Dark,4.77,28,52,12
2021-12-28 15:49:00,Taylor Swift,august,4.37,28,52,12
2021-12-28 15:53:00,Adele,All I Ask,4.53,28,52,12
2021-12-28 15:58:00,Christina Perri,A Thousand Years,4.75,28,52,12
2021-12-28 16:01:00,Camila Cabello,Living Proof,3.24,28,52,12
2021-12-28 16:08:00,Lata Mangeshkar,Mere Naina Sawan Bhadon- Lata Mangeshkar,6.8,28,52,12
2021-12-28 16:13:00,Taylor Swift,exile (feat. Bon Iver),4.76,28,52,12
2021-12-28 16:15:00,Lea Salonga,A Whole New World,2.68,28,52,12
2021-12-28 16:42:00,Lata Mangeshkar,Aye-Dil-E-Nadan,5.65,28,52,12
2021-12-28 16:46:00,Lady Gaga,Always Remember Us This Way,3.5,28,52,12
2021-12-28 16:49:00,Camila Cabello,"Million To One - from the Amazon Original Movie ""Cinderella""",3.39,28,52,12
2021-12-28 16:53:00,Bhupen Hazarika,"Dil Hoom Hoom Kare (From ""Rudaali"") - Female Version",3.92,28,52,12
2021-12-28 16:57:00,Taylor Swift,evermore (feat. Bon Iver),3.9,28,52,12
2021-12-29 04:46:00,Taylor Swift,evermore (feat. Bon Iver),1.17,29,52,12
2021-12-29 04:50:00,Camila Cabello,Shameless,3.66,29,52,12
2021-12-29 04:55:00,Lady Gaga,I'll Never Love Again - Extended Version,5.48,29,52,12
