Book Id,Title,Author,ISBN,ISBN13,My Rating,Average Rating,Publisher,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Read Count
16053513,The Hobbit,J.R.R. Tolkien,,,5,4.28, Houghton Mifflin Harcourt,322.0,2012.0,1937.0,,2020-02-26,"to-read, read",1
26241635,Python 3 Object-oriented Programming: Building robust and maintainable software with object oriented design patterns in Python,Dusty Phillips,,,0,4.02,Packt Publishing,462.0,2015.0,2010.0,,2021-11-29,"programming, to-read",0
33986067,Deep Learning with Python,François Chollet,1617294438,9781617294433,5,4.58,Manning,350.0,2017.0,2017.0,2022-12-15,2021-12-17,"data_science, read",1
58064046,Gallant,V.E. Schwab,0062835777,9780062835772,0,3.79,Greenwillow Books,334.0,2022.0,2022.0,,2022-12-13,to-read,0
19486421,"Skin Game (The Dresden Files, #15)",Jim Butcher,0451464397,9780451464392,5,4.56,Roc,454.0,2014.0,2014.0,2022-10-21,2021-04-21,read,1
49381341,"Peace Talks (The Dresden Files, #16)",Jim Butcher,0451464419,9780451464415,5,4.21,Ace,340.0,2020.0,2020.0,2022-11-09,2021-04-21,read,1
23947089,"The Lost Metal (Mistborn, #7)",Brandon Sanderson,0765391198,9780765391193,5,4.53,Tor Books,507.0,2022.0,2022.0,2022-11-20,2020-07-03,read,1
59808314,"Bastille vs. the Evil Librarians (Alcatraz vs. the Evil Librarians, #6)",Brandon Sanderson,1250811066,9781250811066,5,4.13,Starscape,256.0,2022.0,2022.0,2022-10-02,2022-10-01,read,1
12216302,"Cold Days (The Dresden Files, #14)",Jim Butcher,0451464400,9780451464408,5,4.48,Penguin Group (USA),515.0,2012.0,2012.0,2022-09-03,2021-04-21,read,1
8058301,"Ghost Story (The Dresden Files, #13)",Jim Butcher,045146379X,9780451463791,4,4.25,Roc Hardcover,481.0,2011.0,2011.0,2022-08-10,2022-08-02,read,1
6585201,"Changes (The Dresden Files, #12)",Jim Butcher,045146317X,9780451463173,5,4.5,Roc,438.0,2010.0,2010.0,2022-08-01,2021-04-21,read,1
3475161,"Turn Coat (The Dresden Files, #11)",Jim Butcher,0451462564,9780451462565,5,4.44,Roc,418.0,2009.0,2009.0,2022-07-20,2021-04-21,read,1
927979,"Small Favor (The Dresden Files, #10)",Jim Butcher,0451461894,9780451461896,5,4.44,Roc,545.0,2008.0,2008.0,2022-06-21,2021-04-21,read,1
17397466,An Introduction to Statistical Learning: With Applications in R,Gareth James,1461471370,9781461471370,5,4.6,Springer,426.0,2017.0,2013.0,2022-06-08,2021-11-21,"data_science, read",1
91475,"White Night (The Dresden Files, #9)",Jim Butcher,0451461401,9780451461407,5,4.39,Roc,407.0,2007.0,2007.0,2022-06-04,2021-04-21,read,1
28335696,"Persepolis Rising (The Expanse, #7)",James S.A. Corey,0316332828,9780316332828,0,4.37,Orbit Books,608.0,2017.0,2017.0,,2022-01-23,"currently-reading, read",1
91474,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,0451461037,9780451461032,4,4.4,Roc,547.0,2007.0,2006.0,2022-06-02,2021-04-21,read,1
25877663,"Babylon's Ashes (The Expanse, #6)",James S.A. Corey,0356504263,9780356504261,5,4.24,Orbit,538.0,2016.0,2016.0,2022-05-30,2022-01-23,read,1
17683,"Dead Beat (The Dresden Files, #7)",Jim Butcher,045146091X,9780451460912,5,4.41,Roc,517.0,2006.0,2005.0,2022-05-19,2021-04-21,read,1
22886612,"Nemesis Games (The Expanse, #5)",James S.A. Corey,,,5,4.43,Orbit,536.0,2015.0,2015.0,2022-05-08,2022-01-23,read,1
99383,"Blood Rites (The Dresden Files, #6)",Jim Butcher,0451459873,9780451459879,4,4.3,Roc,372.0,2004.0,2004.0,2022-04-30,2021-04-21,read,1
91479,"Death Masks (The Dresden Files, #5)",Jim Butcher,0451459407,9780451459404,5,4.29,Roc,432.0,2003.0,2003.0,2022-04-21,2021-04-21,read,1
18656030,"Cibola Burn (The Expanse, #4)",James S.A. Corey,,,5,4.21,Orbit,581.0,2014.0,2014.0,2022-04-17,2022-01-23,read,1
55262194,The Lightning Tree,Patrick Rothfuss,,,4,4.0,,93.0,2014.0,2014.0,2022-04-16,2022-04-16,read,1
21413662,"What If? Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #1)",Randall Munroe,0544272994,9780544272996,0,4.14,Mariner Books,303.0,2014.0,2014.0,,2022-03-20,to-read,0
16131032,"Abaddon's Gate (The Expanse, #3)",James S.A. Corey,,,5,4.26,Orbit,539.0,2013.0,2013.0,2022-02-24,2022-01-23,read,1
12591698,"Caliban's War (The Expanse, #2)",James S.A. Corey,1841499900,9781841499901,5,4.37,"Orbit/Little, Brown Book Group",624.0,2012.0,2012.0,2022-01-28,2022-01-23,read,1
58293924,"Book of Night (Book of Night, #1)",Holly Black,1250812194,9781250812193,0,3.55,Tor Books,304.0,2022.0,2022.0,,2021-12-27,to-read,0
28335699,"Leviathan Falls (The Expanse, #9)",James S.A. Corey,0356510395,9780356510392,0,4.54,Orbit ,528.0,2022.0,2021.0,,2022-01-23,to-read,0
28335698,"Tiamat's Wrath (The Expanse, #8)",James S.A. Corey,0316332879,9780316332873,0,4.57,Orbit Books,534.0,2019.0,2019.0,,2022-01-23,to-read,0
25899877,"Drive (The Expanse, #2.7)",James S.A. Corey,,,0,4.03,SyFy,30.0,2012.0,2012.0,,2022-01-23,to-read,0
15837317,"Gods of Risk (The Expanse, #2.5)",James S.A. Corey,,,0,3.72,Orbit,72.0,2012.0,2012.0,,2022-01-23,to-read,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,1841499889,9781841499888,5,4.29,Orbit,592.0,2011.0,2011.0,2022-01-23,2021-10-30,read,1
58465495,"Evershore (Skyward, #3.1)",Brandon Sanderson,,9780593566633,5,4.42,Delacorte Press,234.0,2021.0,2021.0,2022-01-06,2021-11-22,read,1
22514127,Automate the Boring Stuff with Python: Practical Programming for Total Beginners,Al Sweigart,1593275994,9781593275990,5,4.29,No Starch Press,479.0,2015.0,2014.0,2021-11-29,2021-11-21,"programming, read",1
34601024,"Hands-On Machine Learning with Scikit-Learn and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,,,5,4.56,O'Reilly Media,566.0,2017.0,2017.0,2021-12-17,2021-11-27,"data_science, read",1
57094644,Daughter of the Deep,Rick Riordan,1368077927,9781368077927,5,4.24,Disney-Hyperion,352.0,2021.0,2021.0,2021-12-22,2021-09-21,read,1
44492285,"Dune Messiah (Dune, #2)",Frank Herbert,0593098234,9780593098233,4,3.89,Ace Books,337.0,2019.0,1969.0,2021-12-16,2021-09-17,read,1
43606157,"Cytonic (Skyward, #3)",Brandon Sanderson,1473217938,9781473217935,5,4.1,Gollancz,432.0,2021.0,2021.0,2021-12-02,2021-05-26,read,1
44767458,"Dune (Dune, #1)",Frank Herbert,059309932X,9780593099322,5,4.25,Ace Books,658.0,2019.0,1965.0,2021-11-08,2020-04-11,read,1
57903879,"ReDawn (Skyward, #2.2)",Brandon Sanderson,,9780593566626,5,4.22,Delacorte Press,229.0,2021.0,2021.0,2021-11-05,2021-05-26,read,1
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,030788743X,9780307887436,0,4.24,Crown Publishers,374.0,2011.0,2011.0,,2021-11-02,to-read,0
46787,Uncle Tom's Cabin,Harriet Beecher Stowe,,,5,3.9,Wordsworth Classics,438.0,1999.0,1852.0,,2021-05-07,"classics_read, favorites, read",1
57903876,"Sunreach (Skyward, #2.1)",Brandon Sanderson,,9780593566619,5,4.18,Delacorte Press,208.0,2021.0,2021.0,2021-09-29,2021-05-26,read,1
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,0812511816,9780812511819,5,4.19,Tor Books,800.0,1990.0,1990.0,2020-07-20,2020-02-26,"favorites, read",1
16031812,"A Memory of Light (Wheel of Time, #14)",Robert Jordan,,,5,4.55,Tor Books,1025.0,2013.0,2013.0,2020-08-11,2020-08-09,"books_worth_rereading, favorites, read",1
44492286,"Children of Dune (Dune, #3)",Frank Herbert,0593098242,9780593098240,0,3.95,Ace Books,609.0,2019.0,1976.0,,2021-09-17,to-read,0
35167718,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",Richard P. Feynman,0393355640,9780393355642,5,4.18,W. W. Norton  Company,288.0,2018.0,1988.0,2021-09-09,2021-08-16,read,1
768889,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",George R.R. Martin,0006479901,9780006479901,5,4.46,HarperVoyager,663.0,2001.0,2000.0,,2020-05-09,read,1
147915,"A Storm of Swords 2: Blood and Gold (A Song of Ice and Fire, #3, Part 2 of 2)",George R.R. Martin,0007119550,9780007119554,5,4.54,HarperVoyager ,639.0,2011.0,2000.0,,2020-05-09,read,1
35959740,Circe,Madeline Miller,0316556343,9780316556347,5,4.25,"Little, Brown and Company",393.0,2018.0,2018.0,2021-08-31,2020-06-19,read,1
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,0751532711,9780751532715,5,4.12,Time Warner Books UK,195.0,2007.0,1997.0,2021-08-19,2021-07-06,read,1
6185,Wuthering Heights,Emily Brontë,,,0,3.88,Norton,464.0,2002.0,1847.0,,2021-08-16,read,1
13623848,The Song of Achilles,Madeline Miller,,,0,4.38,Ecco,378.0,2012.0,2011.0,,2021-08-14,to-read,0
19063,The Book Thief,Markus Zusak,,,5,4.39,Alfred A. Knopf,552.0,2006.0,2006.0,2021-08-13,2021-07-24,"favorites, read",1
1772432,कायाकल्प,Munshi Premchand,,,4,3.92,,,2007.0,2007.0,,2021-08-08,read,1
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,,,5,4.35,Orbit,416.0,2017.0,2017.0,2021-07-29,2021-06-04,read,1
36329818,"Legendary (Caraval, #2)",Stephanie Garber,125009531X,9781250095312,0,4.22,Flatiron Books,451.0,2018.0,2018.0,,2021-07-12,to-read,0
40381392,"Finale (Caraval, #3)",Stephanie Garber,1250157668,9781250157669,0,4.21,Flatiron Books,478.0,2019.0,2019.0,,2021-07-12,to-read,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,1250095255,9781250095251,0,4.0,Flatiron Books,407.0,2017.0,2016.0,,2021-07-12,to-read,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,,,5,4.31,Orbit,410.0,2016.0,2016.0,2021-07-12,2021-06-04,read,1
817589,Learn to Earn: A Beginner's Guide to the Basics of Investing and Business,Peter Lynch,0684811634,9780684811635,5,4.04,Simon  Schuster,272.0,1996.0,1995.0,2021-07-11,2021-07-06,read,1
17999205,Computing with Quantum Cats: From Colossus to Qubits,John Gribbin,0593071158,9780593071151,5,3.76,Bantam Press,304.0,2013.0,2013.0,2021-07-03,2021-05-08,read,1
23264672,"Darkdawn (The Nevernight Chronicle, #3)",Jay Kristoff,,,0,4.31,Thomas Dunne Books,491.0,2019.0,2019.0,,2021-07-01,to-read,0
23264671,"Godsgrave (The Nevernight Chronicle, #2)",Jay Kristoff,1250073030,9781250073037,0,4.47,St. Martin's Press,419.0,2017.0,2017.0,,2021-07-01,to-read,0
26114463,"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,1250073022,9781250073020,0,4.23,St. Martin's Press,429.0,2016.0,2016.0,,2021-07-01,to-read,0
33208134,प्रेमाश्रम [Premashram],Munshi Premchand,,,4,4.22,Public Domain Books,722.0,,1956.0,,2021-01-01,"hindi_novels, read",1
41820,"Pebble in the Sky (Galactic Empire, #3)",Isaac Asimov,0553293427,9780553293425,0,3.89,Bantam,308.0,1991.0,1950.0,,2021-06-29,read,1
509784,The End of Eternity,Isaac Asimov,0449016196,9780449016190,0,4.24,Fawcett Crest,192.0,1971.0,1955.0,,2021-06-29,to-read,0
41821,The Gods Themselves,Isaac Asimov,1857989341,9781857989342,0,4.09,Millenium,288.0,2000.0,1972.0,,2021-06-29,to-read,0
33208623,चन्द्रगुप्त,जयशंकर प्रसाद,,,5,4.09,Public Domain Books,226.0,,1994.0,,2021-06-29,"other_hindi_books, read",1
13121708,कामायनी,जयशंकर प्रसाद,8126700386,9788171783212,5,4.26,Rajkamal Prakashan,159.0,1994.0,1936.0,,2021-06-29,hindi_verse,0
38893804,ध्रुवस्वामिनी,जयशंकर प्रसाद,,,5,4.03,Public Domain Books,81.0,,,,2021-06-29,other_hindi_books,0
17977451,स्कंदगुप्त,जयशंकर प्रसाद,,9788179873533,5,4.07,,120.0,,1964.0,,2021-06-29,other_hindi_books,0
16028766,अजातशत्रु,जयशंकर प्रसाद,8171831044,,4,3.72,Bishanchand & Sons,,2011.0,2011.0,,2021-06-29,other_hindi_books,0
33220017,इंद्रजाल,जयशंकर प्रसाद,,,5,3.96,Public Domain Books,155.0,,,,2021-06-29,other_hindi_books,0
694226,गोदान [Godaan],Munshi Premchand,8172242190,9788172242190,5,4.38,Jaico Publishing House,352.0,2002.0,1936.0,,2021-06-29,"favorites, hindi_novels, books_worth_rereading",0
694207,Nirmala,Munshi Premchand,0195658264,9780195658262,5,4.14,"Oxford University Press, USA",218.0,2001.0,1899.0,,2021-06-29,hindi_novels,0
11692391,Gaban,Munshi Premchand,8122311962,9788122311969,5,4.31,Cedar Books,272.0,2011.0,1931.0,,2021-06-29,hindi_novels,0
17415301,वरदान,Munshi Premchand,8181332997,9788181332998,4,3.76,Manoj Publications,128.0,2004.0,1899.0,,2021-06-29,hindi_novels,0
15729142,रंगभूमि,Munshi Premchand,,,5,4.26,,,,1925.0,,2021-06-29,"hindi_novels, favorites",0
29904088,प्रतिज्ञा : Pledge,Munshi Premchand,,,3,4.05,Palm Leaf Press,97.0,2016.0,1927.0,,2021-06-29,hindi_novels,0
28595941,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,0765391163,9780765391162,5,4.5,Tor Books,672.0,2016.0,2016.0,,2020-04-24,read,1
18405,Gone with the Wind,Margaret Mitchell,,,0,4.3,Warner Books,1037.0,1999.0,1936.0,,2020-02-26,"to-read, books_i_own",0
5344,Hard Times,Charles Dickens,0321107217,9780321107213,4,3.54,Pearson Longman,353.0,2003.0,1854.0,,2021-05-07,"classics_read, books_i_own, read",1
22841994,"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,1408855658,9781408855652,5,4.47,Bloomsbury,332.0,2014.0,1997.0,,2021-05-10,books_i_own,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,,,5,4.32,Orbit,468.0,2015.0,2015.0,2021-06-26,2021-06-04,read,1
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,,,5,4.21,Del Rey,250.0,2005.0,1980.0,2021-06-21,2021-05-29,read,1
54513688,"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,,,3,3.65,Orion Publishing,576.0,2021.0,2021.0,2021-06-15,2021-06-09,read,1
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,,,5,4.08,"Little, Brown Books for Young Readers",370.0,2018.0,2018.0,2020-08-26,2020-04-25,"books_i_own, favorites, read",1
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,,,5,4.23,Del Rey,193.0,2007.0,1979.0,2021-06-08,2021-05-29,"books_worth_rereading, favorites, read",1
31520883,"A ​Sky Beyond the Storm (An Ember in the Ashes, #4)",Sabaa Tahir,000828881X,9780008288815,4,4.34,Razorbill,516.0,2021.0,2020.0,2021-06-04,2021-05-28,read,1
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,0345379330,9780345379337,0,3.97,Del Rey,288.0,1993.0,1992.0,,2021-05-29,to-read,0
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,,,0,4.09,Del Rey,225.0,2008.0,1984.0,,2021-05-29,to-read,0
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,0345418905,9780345418906,0,4.18,Del Rey,224.0,2005.0,1982.0,,2021-05-29,to-read,0
4671,The Great Gatsby,F. Scott Fitzgerald,,,4,3.93,Scribner,180.0,2004.0,1925.0,2021-05-29,2020-04-11,"books_i_own, read",1
30809786,"A Reaper at the Gates (An Ember in the Ashes, #3)",Sabaa Tahir,0448494507,9780448494500,5,4.19,Razorbill,458.0,2018.0,2018.0,2021-05-28,2021-05-14,read,1
11196914,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",Steven Erikson,,,0,3.91,Transworld Digital,772.0,2009.0,1999.0,,2021-05-23,"to-read, try_it_later",0
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,,,4,4.26,Razorbill,446.0,2016.0,2015.0,2021-05-17,2021-05-14,read,1
25591568,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,,,3,4.25,Razorbill,467.0,2016.0,2016.0,2021-05-20,2021-05-14,read,1
30169100,"The Burning White (Lightbringer, #5)",Brent Weeks,0316251305,9780316251303,5,4.27,Orbit,992.0,2019.0,2019.0,2021-05-13,2021-05-01,read,1
