Book Id,Title,Author,ISBN13,My Rating,Average Rating,Publisher,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Read Count,Series
4671,The Great Gatsby,F. Scott Fitzgerald,,4,3.93,Scribner,200.0,2004.0,1925.0,2021-05-29,2020-04-11,books_i_own,1,Stand Alone
30809786,"A Reaper at the Gates (An Ember in the Ashes, #3)",Sabaa Tahir,9780448494500.0,5,4.21,Razorbill,458.0,2018.0,2018.0,2021-05-28,2021-05-14,read,1,An Ember in the Ashes
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,,4,4.25,Razorbill,446.0,2016.0,2015.0,2021-05-17,2021-05-14,read,1,An Ember in the Ashes
25591568,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,,3,4.23,Razorbill,467.0,2016.0,2016.0,2021-05-20,2021-05-14,read,1,An Ember in the Ashes
30169100,"The Burning White (Lightbringer, #5)",Brent Weeks,9780316251303.0,5,4.28,Orbit,992.0,2019.0,2019.0,2021-05-13,2021-05-01,read,1,Lightbringer
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,9780756404734.0,5,4.54,DAW Books,994.0,2011.0,2011.0,2020-03-26,2020-03-25,"books_worth_rereading, favorites, books_i_own",2,The Kingkiller Chronicle
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,9780316310338.0,5,4.33,"Little, Brown Books for Young Readers",336.0,2019.0,2019.0,2020-08-27,2020-04-25,books_i_own,1,The Folk of the Air
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,9780765316882.0,5,4.35,Tor Books,590.0,2007.0,2007.0,2020-04-05,2020-03-30,"books_worth_rereading, favorites, books_i_own",1,Mistborn
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,9780141382890.0,5,4.34,Puffin Books,320.0,2007.0,2007.0,2020-10-13,2020-02-26,books_i_own,3,Percy Jackson and the Olympians
42769202,"Starsight (Skyward, #2)",Brandon Sanderson,9781473217904.0,5,4.42,Orion Publishing Co,461.0,2019.0,2019.0,2020-07-13,2020-07-03,books_i_own,1,Skyward
36642458,"Skyward (Skyward, #1)",Brandon Sanderson,9781473217850.0,5,4.5,Gollancz,513.0,2018.0,2018.0,2020-07-05,2020-07-03,"books_worth_rereading, favorites, books_i_own",1,Skyward
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,9781627792127.0,5,4.47,Henry Holt & Company,465.0,2015.0,2015.0,2021-03-12,2021-03-11,"favorites, books_worth_rereading, books_i_own",1,Six of Crows
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,9780786856862.0,5,4.24,Hyperion Books,279.0,2006.0,2006.0,2020-10-13,2020-04-02,books_i_own,2,Percy Jackson and the Olympians
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,9780765311788.0,5,4.44,Tor Books,541.0,2006.0,2006.0,2020-03-30,2020-03-26,"books_worth_rereading, favorites, books_i_own",2,Mistborn
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,9780756404079.0,5,4.51,Penguin Group DAW,662.0,2007.0,2007.0,2020-03-24,2020-02-27,"books_worth_rereading, favorites, books_i_own",2,The Kingkiller Chronicle
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,9780765316899.0,5,4.48,Tor Books,572.0,2008.0,2008.0,2020-04-08,2020-03-30,"books_worth_rereading, favorites, books_i_own",1,Mistborn
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,9780553582024.0,5,4.14,Bantam Books,1061.0,2011.0,2005.0,2021-03-27,2020-04-02,books_i_own,1,A Song of Ice and Fire
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,,5,4.59,Orion Children's Books,561.0,2016.0,2016.0,2021-03-13,2021-03-12,"favorites, books_worth_rereading, books_i_own",1,Six of Crows
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,9781416914297.0,4,4.13,Margaret K. McElderry Books,453.0,2008.0,2008.0,2020-10-05,2020-04-11,books_i_own,1,The Mortal Instruments
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,,5,4.31,Bantam,1125.0,2011.0,2011.0,2021-04-07,2020-04-11,books_i_own,1,A Song of Ice and Fire
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,9780553381696.0,5,4.4,Bantam,969.0,2002.0,1998.0,2020-12-13,2020-02-26,books_i_own,1,A Song of Ice and Fire
28006109,"The Tyrant’s Tomb (The Trials of Apollo, #4)",Rick Riordan,9781368001441.0,5,4.34,Disney-Hyperion,439.0,2019.0,2019.0,2020-05-09,2020-02-26,books_i_own,1,The Trials of Apollo
7541858,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,,4,4.08,Margaret K. McElderry Books,485.0,2009.0,2007.0,2020-10-04,2020-02-26,books_i_own,1,The Mortal Instruments
11133581,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,,5,4.53,Voyager,1218.0,2011.0,2000.0,2021-01-29,2020-02-26,books_i_own,1,A Song of Ice and Fire
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,,5,4.27,Disney Hyperion Books,377.0,2006.0,2005.0,2018-08-01,2020-02-26,"books_worth_rereading, favorites, books_i_own",3,Percy Jackson and the Olympians
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,,5,4.47,Scholastic Inc,309.0,2003.0,1997.0,2018-05-01,2020-02-26,books_i_own,1,Harry Potter
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,,5,4.39,Hyperion Books for Children,361.0,2008.0,2008.0,2020-10-14,2020-02-26,books_i_own,2,Percy Jackson and the Olympians
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,,5,4.43,Arthur A. Levine Books,341.0,1999.0,1998.0,2018-05-01,2020-02-26,books_i_own,1,Harry Potter
1885,Pride and Prejudice,Jane Austen,,5,4.27,Modern Library,279.0,2000.0,1813.0,2019-01-01,2020-02-26,"classics_read, books_i_own",1,Stand Alone
26047438,"Fire Falling (Air Awakens, #2)",Elise Kova,9781619849525.0,3,4.17,Silver Wing Press,378.0,2015.0,2015.0,2021-04-24,2021-04-21,read,1,Air Awakens
29467232,"The Blood Mirror (Lightbringer, #4)",Brent Weeks,9780316251334.0,4,4.34,Orbit,704.0,2016.0,2015.0,2021-05-09,2021-05-01,read,1,Lightbringer
30075662,"Aurora Rising (The Aurora Cycle, #1)",Amie Kaufman,9781524720964.0,5,4.13,Knopf Books for Young Readers,473.0,2019.0,2019.0,2021-04-30,2021-04-29,read,1,The Aurora Cycle
65605,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,9780060764906.0,4,4.04,HarperCollins Publishers,221.0,2005.0,1955.0,2020-11-04,2020-07-13,unfinished_series,1,Chronicles of Narnia
23174274,"Glass Sword (Red Queen, #2)",Victoria Aveyard,9780062310668.0,4,3.84,HarperTeen,444.0,2016.0,2016.0,2020-09-02,2020-09-01,"gave_up, unfinished_series",1,Red Queen
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,9780062310637.0,5,4.03,HarperTeen,383.0,2015.0,2015.0,2020-09-01,2020-08-31,unfinished_series,1,Red Queen
12652457,"The Broken Eye (Lightbringer, #3)",Brent Weeks,,4,4.46,Orbit,846.0,2014.0,2014.0,2021-05-07,2021-05-01,read,1,Lightbringer
12499290,"The Blinding Knife (Lightbringer, #2)",Brent Weeks,9780316079914.0,5,4.38,Orbit,671.0,2012.0,2012.0,2021-05-04,2021-05-01,read,1,Lightbringer
7165300,"The Black Prism (Lightbringer, #1)",Brent Weeks,9780316075558.0,5,4.21,Orbit,629.0,2010.0,2010.0,2021-05-02,2021-05-01,read,1,Lightbringer
32726691,Storm in a Teacup: The Physics of Everyday Life,Helen Czerski,,4,4.03,Transworld Digital,282.0,2016.0,2017.0,2021-04-29,2021-03-20,science,1,Stand Alone
23127048,"Air Awakens (Air Awakens, #1)",Elise Kova,9781932549935.0,4,4.01,Silver Wing Press,342.0,2015.0,2015.0,2021-04-23,2021-04-21,read,1,Air Awakens
36307634,"King of Scars (King of Scars, #1)",Leigh Bardugo,,5,4.19,Imprint,527.0,2019.0,2019.0,2021-03-15,2021-03-11,"favorites, books_worth_rereading",1,King of Scars
13612965,"The Bronze Key (Magisterium,  #3)",Holly Black,9780545522311.0,5,4.1,Scholastic,249.0,2016.0,2016.0,2020-11-08,2020-11-08,favorites,1,Magisterium
1166599,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,9780765302304.0,5,4.37,Tor Books,783.0,2009.0,2009.0,2020-08-08,2020-07-08,"books_worth_rereading, favorites",1,The Wheel of Time
18635016,"The One (The Selection, #3)",Kiera Cass,9780062059994.0,4,4.18,HarperTeen,323.0,2014.0,2014.0,2020-08-31,2020-08-30,"books_worth_rereading, favorites",1,The Selection
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,9780345539786.0,5,4.23,Del Rey,382.0,2014.0,2014.0,2020-09-29,2020-09-24,"books_worth_rereading, favorites",1,Red Rising Saga
1268479,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,,5,4.27,Self-published,688.0,2009.0,2009.0,2020-06-27,2020-06-14,"books_worth_rereading, favorites",1,Warbreaker
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,9780765326362.0,5,4.73,Tor Books,1087.0,2014.0,2014.0,2020-06-14,2020-05-25,"books_worth_rereading, favorites",1,The Stormlight Archive
29579,"Foundation (Foundation, #1)",Isaac Asimov,9780553803716.0,5,4.17,Bantam,244.0,2004.0,1951.0,2018-12-01,2020-02-26,"classics_read, books_worth_rereading, favorites",1,Foundation
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,9780765326355.0,5,4.61,Tor Books,1007.0,2010.0,2010.0,2020-06-09,2020-02-26,"books_worth_rereading, favorites",1,The Stormlight Archive
8492907,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,Michio Kaku,9780385530804.0,5,4.0,Doubleday,416.0,2011.0,2011.0,2019-01-01,2021-01-01,science,1,Stand Alone
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,9780399184413.0,4,3.96,Riverhead Books,81.0,2016.0,2014.0,2021-01-05,2021-01-01,science,1,Stand Alone
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,9780393609394.0,5,4.07,W. W. Norton  Company,208.0,2017.0,2017.0,2021-03-09,2021-02-19,"favorites, science",1,Stand Alone
14290364,"Champion (Legend, #3)",Marie Lu,9780399256776.0,4,4.32,Putnam Juvenile,369.0,2013.0,2013.0,2021-04-21,2021-04-18,read,1,Legend
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,9780312642969.0,5,4.25,Feiwel & Friends,454.0,2013.0,2013.0,2021-04-09,2021-04-07,favorites,1,The Lunar Chronicles
35425827,"Archenemies (Renegades, #2)",Marissa Meyer,9781250311443.0,5,4.3,Feiwel & Friends,560.0,2018.0,2018.0,2021-04-16,2021-04-10,favorites,1,Renegades
13414446,"Prodigy (Legend, #2)",Marie Lu,9780399256769.0,5,4.24,Putnam Juvenile,371.0,2013.0,2013.0,2021-04-20,2021-04-18,favorites,1,Legend
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,,5,4.04,Henry Holt and Company,422.0,2014.0,2014.0,2021-03-10,2021-03-10,favorites,1,The Shadow and Bone Trilogy
9275658,"Legend (Legend, #1)",Marie Lu,,4,4.16,Putnam Juvenile,305.0,2011.0,2011.0,2021-04-18,2021-04-18,read,1,Legend
42771754,"Supernova (Renegades, #3)",Marissa Meyer,9781250078384.0,4,4.42,Feiwel & Friends,552.0,2019.0,2019.0,2021-04-17,2021-04-10,read,1,Renegades
28421168,"Renegades (Renegades, #1)",Marissa Meyer,9781250044662.0,4,4.14,Feiwel & Friends,556.0,2017.0,2017.0,2021-04-16,2021-04-10,read,1,Renegades
9361589,The Night Circus,Erin Morgenstern,9780385534635.0,4,4.03,Doubleday,387.0,2011.0,2011.0,2021-04-13,2021-04-13,read,1,Stand Alone
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,9780312642983.0,5,4.41,Feiwel & Friends,827.0,2015.0,2015.0,2021-04-11,2021-04-07,read,1,The Lunar Chronicles
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,9780312642976.0,5,4.4,Feiwel & Friends,552.0,2014.0,2014.0,2021-04-10,2021-04-07,read,1,The Lunar Chronicles
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,,5,4.13,Feiwel & Friends,400.0,2012.0,2012.0,2021-04-08,2021-04-07,read,1,The Lunar Chronicles
36307674,"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,9781510109186.0,4,4.41,Orion Children's Books,592.0,2021.0,2021.0,2021-03-31,2021-03-15,read,1,King of Scars
91478,"Summer Knight (The Dresden Files, #4)",Jim Butcher,9780451458926.0,5,4.25,Roc,446.0,2002.0,2002.0,2021-03-20,2021-03-10,read,1,The Dresden Files
833424,Reaper Man (Discworld #11),Terry Pratchett,9780552134644.0,4,4.24,Corgi Books,287.0,1992.0,1991.0,2021-03-08,2021-02-27,read,1,Stand Alone
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,,5,3.87,Henry Holt and Company,435.0,2013.0,2013.0,2021-03-10,2021-03-09,read,1,The Shadow and Bone Trilogy
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,,4,3.96,Henry Holt & Company,358.0,2012.0,2012.0,2021-03-09,2021-03-08,read,1,The Shadow and Bone Trilogy
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,9780062662590.0,4,4.07,Harper Voyager,531.0,2018.0,2018.0,2021-02-18,2021-01-29,read,1,The Poppy War
6969361,2 States: The Story of My Marriage,Chetan Bhagat,9788129115300.0,2,3.43,Rupa & Co,269.0,2009.0,2009.0,2021-01-01,2021-01-01,read,1,Stand Alone
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,9780061020681.0,5,4.21,Harpertorch,243.0,2001.0,1987.0,2020-12-01,2020-11-27,read,1,"Discworld, #4; Death"
26114421,"The Dark Talent (Alcatraz, #5)",Brandon Sanderson,9780765381408.0,5,4.1,Starscape,281.0,2016.0,2016.0,2020-11-25,2020-11-25,read,1,Alcatraz
7740659,"Alcatraz Versus the Shattered Lens (Alcatraz, #4)",Brandon Sanderson,9780439925570.0,4,4.13,Scholastic Press,294.0,2010.0,2010.0,2020-11-25,2020-11-24,read,1,Alcatraz
53439886,"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)",Holly Black,9780316540827.0,4,4.25,"Little, Brown Books for Young Readers",200.0,2020.0,2020.0,2020-11-25,2020-11-05,read,1,The Folk of the Air
6366110,"Alcatraz Versus the Knights of Crystallia (Alcatraz, #3)",Brandon Sanderson,9780439925556.0,4,4.12,Scholastic Press,299.0,2009.0,2009.0,2020-11-24,2020-11-23,read,1,Alcatraz
3485562,"Alcatraz Versus the Scrivener's Bones (Alcatraz, #2)",Brandon Sanderson,9780439925532.0,5,4.13,Scholastic Press,322.0,2008.0,2008.0,2020-11-23,2020-11-16,read,1,Alcatraz
17250966,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,,5,4.62,Tor Books,1270.0,2020.0,2020.0,2020-11-21,2020-05-25,read,1,The Stormlight Archive
623976,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",Brandon Sanderson,9780439925501.0,4,3.9,Scholastic Press,308.0,2007.0,2007.0,2020-11-16,2020-11-16,read,1,Alcatraz
54511226,"Dawnshard (The Stormlight Archive, #3.5)",Brandon Sanderson,,5,4.54,Dragonsteel Entertainment,171.0,2020.0,2020.0,2020-11-10,2020-11-07,read,1,The Stormlight Archive
13612970,"The Golden Tower (Magisterium, #5)",Holly Black,9780545522427.0,4,4.03,Scholastic Inc.,256.0,2018.0,2018.0,2020-11-09,2020-11-09,read,1,Magisterium
13612968,The Silver Mask (Magisterium #4),Holly Black,9780545522397.0,4,4.07,Scholastic Press,200.0,2017.0,2017.0,2020-11-09,2020-11-08,read,1,Stand Alone
13612962,"The Copper Gauntlet (Magisterium, #2)",Holly Black,9780545522281.0,5,4.13,Scholastic Press,264.0,2015.0,2015.0,2020-11-08,2020-11-07,read,1,Magisterium
20578940,"The Iron Trial (Magisterium, #1)",Holly Black,9780545522250.0,5,3.95,Scholastic Press,295.0,2014.0,2014.0,2020-11-07,2020-11-05,read,1,Magisterium
36111098,"The Light of All That Falls (The Licanius Trilogy, #3)",James Islington,9780356507835.0,5,4.41,Orbit,864.0,2019.0,2019.0,2020-10-30,2020-10-28,read,1,The Licanius Trilogy
22443261,"The Rithmatist (The Rithmatist, #1)",Brandon Sanderson,,5,4.2,Tor UK,353.0,2014.0,2013.0,2020-10-30,2020-07-05,read,1,The Rithmatist
32498052,"An Echo of Things to Come (The Licanius Trilogy, #2)",James Islington,9780316274111.0,5,4.26,Orbit,752.0,2017.0,2017.0,2020-10-28,2020-10-25,read,1,The Licanius Trilogy
22878967,"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James Islington,9780992580209.0,5,4.14,Aslaradis Publishing,602.0,2014.0,2014.0,2020-10-25,2020-10-21,read,1,The Licanius Trilogy
25300956,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,,4,4.23,Spectra,675.0,2002.0,1996.0,2020-10-21,2020-09-21,read,1,Farseer Trilogy
48717744,"The Tower of Nero (The Trials of Apollo, #5)",Rick Riordan,9781484746455.0,5,4.53,Disney-Hyperion,410.0,2020.0,2020.0,2020-10-08,2020-04-24,read,1,The Trials of Apollo
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,9780345539823.0,5,4.43,Del Rey,430.0,2015.0,2015.0,2020-09-30,2020-09-29,read,1,Red Rising Saga
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,9780553573398.0,5,4.16,Spectra Books,435.0,1996.0,1995.0,2020-09-21,2020-04-11,read,1,Farseer Trilogy
16248068,"The Elite (The Selection, #2)",Kiera Cass,9780062059963.0,3,3.98,HarperTeen,336.0,2013.0,2013.0,2020-08-30,2020-08-30,read,1,The Selection
15820748,"The Prince (The Selection, #0.5)",Kiera Cass,9780062248169.0,5,3.92,HarperTeen,64.0,2013.0,2013.0,2020-08-31,2020-08-31,read,1,The Selection
10507293,"The Selection (The Selection, #1)",Kiera Cass,9780062059932.0,4,4.11,HarperTeen,336.0,2012.0,2012.0,2020-08-30,2020-08-29,read,1,The Selection
91477,"Fool Moon (The Dresden Files, #2)",Jim Butcher,9780451458124.0,4,3.99,Roc,401.0,2001.0,2001.0,2020-08-29,2020-08-25,read,1,The Dresden Files
23397921,Sixth of the Dusk,Brandon Sanderson,,4,4.24,"Dragonsteel Entertainment, LLC",59.0,2014.0,2014.0,2020-08-27,2020-08-21,read,1,Stand Alone
40772063,"The Lost Sisters (The Folk of the Air, #1.5)",Holly Black,9780316310444.0,4,3.51,NOVL,50.0,2018.0,2018.0,2020-08-27,2020-08-26,read,1,The Folk of the Air
187065,"New Spring (The Wheel of Time, #0)",Robert Jordan,9781841492612.0,4,4.03,Orbit,423.0,2004.0,2004.0,2020-08-26,2020-07-08,read,1,The Wheel of Time
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,9780451457813.0,5,3.98,Penguin ROC,355.0,2000.0,2000.0,2020-08-25,2020-08-25,read,1,The Dresden Files
21411388,Shadows for Silence in the Forests of Hell,Brandon Sanderson,,5,4.2,Tor Books,50.0,2013.0,2013.0,2020-08-25,2020-08-21,read,1,Stand Alone
37640636,"Lies of the Beholder (Legion, #3)",Brandon Sanderson,9781596068858.0,5,4.13,Subterranean Press,148.0,2018.0,2018.0,2020-08-22,2020-07-05,read,1,Legion
20886354,"Skin Deep (Legion, #2)",Brandon Sanderson,,5,4.13,Subterranean Press ,208.0,2014.0,2014.0,2020-08-22,2020-07-05,read,1,Legion
13452375,"Legion (Legion, #1)",Brandon Sanderson,9781596064850.0,5,4.14,Subterranean Press,88.0,2012.0,2012.0,2020-08-22,2020-07-05,read,1,Legion
18361393,"Redemption (Infinity Blade, #2)",Brandon Sanderson,9780983943020.0,5,3.87,ChAIR Entertainment Group,200.0,2013.0,2013.0,2020-08-21,2020-07-10,read,1,Infinity Blade
12796771,"Awakening (Infinity Blade, #1)",Brandon Sanderson,,4,3.85,ChAIR Entertainment Group,128.0,2011.0,2011.0,2020-08-21,2020-07-10,read,1,Infinity Blade
8868764,White Sand,Brandon Sanderson,,4,4.15,Brandon Sanderson,995.0,,,2020-08-20,2020-08-11,read,1,Stand Alone
8253920,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,9780765325945.0,5,4.42,Tom Doherty Associates TOR Fantasy,863.0,2010.0,2010.0,2020-08-09,2020-07-08,read,1,The Wheel of Time
13888,"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,9780812577563.0,4,4.15,Tom Doherty Associates,860.0,2006.0,2005.0,2020-08-06,2020-07-08,read,1,The Wheel of Time
113435,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,9780312864590.0,4,3.8,Tor Books,704.0,2003.0,2003.0,2020-08-04,2020-07-08,read,1,The Wheel of Time
13891,"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,9780812575583.0,5,3.94,Tor Fantasy,780.0,2002.0,2000.0,2020-08-04,2020-07-08,read,1,The Wheel of Time
140974,"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,9780812550290.0,4,3.91,Tor Books,685.0,1999.0,1998.0,2020-08-03,2020-07-08,read,1,The Wheel of Time
13890,"A Crown of Swords (The Wheel of Time, #7)",Robert Jordan,9780812550283.0,5,4.04,Tor Books,880.0,1997.0,1996.0,2020-08-02,2020-07-08,read,2,The Wheel of Time
35231,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,9780812513752.0,5,4.14,Tor Books,1011.0,1995.0,1994.0,2020-07-31,2020-07-08,read,1,The Wheel of Time
13895,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,9781857232097.0,4,4.16,Orbit,912.0,1994.0,1993.0,2020-07-29,2020-07-08,read,1,The Wheel of Time
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,9780812513738.0,5,4.24,Tom Doherty Tor Fantasy,1007.0,1993.0,1992.0,2020-07-28,2020-07-08,read,1,The Wheel of Time
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,9780765305114.0,5,4.25,Tor Books,624.0,2002.0,1991.0,2020-07-25,2020-07-08,read,1,The Wheel of Time
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,9780812517729.0,5,4.23,Tor Books,705.0,1991.0,1990.0,2020-07-23,2020-04-11,read,1,The Wheel of Time
