endTime,artistName,trackName,msPlayed
2021-01-07 13:07,Taylor Swift,peace,11942
2021-01-07 13:09,Taylor Swift,cardigan,88075
2021-01-07 13:09,Taylor Swift,peace,547
2021-01-07 13:10,Taylor Swift,cardigan,71047
2021-01-07 13:13,Taylor Swift,this is me trying,150950
2021-01-07 14:14,Taylor Swift,the 1,958
2021-01-07 14:14,Taylor Swift,mad woman,590
2021-01-07 14:19,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-07 14:24,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-07 14:25,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),35539
2021-01-07 14:25,Peabo Bryson,"Beauty and the Beast - From ""Beauty and the Beast"" / Duet",0
2021-01-07 14:25,Peabo Bryson,"Beauty and the Beast - From ""Beauty and the Beast"" / Duet",11016
2021-01-07 14:26,Robby Benson,"Something There - From ""Beauty and the Beast""/Soundtrack Version",4109
2021-01-07 14:26,Peabo Bryson,"Beauty and the Beast - From ""Beauty and the Beast"" / Duet",0
2021-01-07 14:28,Peabo Bryson,"Beauty and the Beast - From ""Beauty and the Beast"" / Duet",95689
2021-01-07 14:32,Céline Dion,How Does A Moment Last Forever,217537
2021-01-07 14:34,Richard White,"Belle - From ""Beauty and the Beast""/Soundtrack Version",145333
2021-01-07 14:35,Alan Menken,"Kingdom Dance - From ""Tangled""/Score",55031
2021-01-07 14:36,Alan Menken,"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",13606
2021-01-07 14:37,Alan Menken,"Fanfare - From ""The Little Mermaid""/Score",3204
2021-01-07 14:37,Alan Menken,"Waiting for the Lights - From ""Tangled""/Score",56170
2021-01-07 14:38,Alan Menken,"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",86186
2021-01-07 14:38,Alan Menken,"Bedtime - From ""The Little Mermaid""/Score",0
2021-01-07 14:42,Ed Sheeran,Afterglow,177401
2021-01-07 14:43,Ed Sheeran,Shape of You,73399
2021-01-07 14:44,Ed Sheeran,Thinking out Loud,12376
2021-01-07 14:45,Ed Sheeran,Perfect,0
2021-01-07 14:50,Ed Sheeran,Thinking out Loud,275156
2021-01-07 14:51,Ed Sheeran,Perfect,79946
2021-01-07 14:55,Ed Sheeran,The A Team,247037
2021-01-07 14:57,Ed Sheeran,Drunk,118561
2021-01-07 14:58,Ed Sheeran,U.N.I.,35665
2021-01-07 14:58,Ed Sheeran,U.N.I.,510
2021-01-07 14:58,Ed Sheeran,Grade 8,1764
2021-01-07 14:59,Ed Sheeran,Grade 8,58282
2021-01-07 15:00,Ed Sheeran,Wake Me Up,42771
2021-01-07 15:00,Ed Sheeran,Small Bump,20944
2021-01-07 15:01,Ed Sheeran,"You Need Me, I Don't Need You",15743
2021-01-07 15:01,Ed Sheeran,Lego House,10959
2021-01-07 15:01,Ed Sheeran,This,37500
2021-01-07 15:01,Ed Sheeran,The City,9752
2021-01-07 15:02,Ed Sheeran,Kiss Me,55704
2021-01-07 15:03,Ed Sheeran,Give Me Love,46532
2021-01-07 15:04,Ed Sheeran,Autumn Leaves - Deluxe Edition,57515
2021-01-07 15:04,Ed Sheeran,Little Bird - Deluxe Edition,14233
2021-01-07 15:05,Ed Sheeran,Gold Rush - Deluxe Edition,53545
2021-01-07 15:07,Ed Sheeran,I'm a Mess,1695
2021-01-07 15:07,Ed Sheeran,I'm a Mess,15278
2021-01-07 15:07,Ed Sheeran,One,100194
2021-01-07 15:07,Ed Sheeran,One,534
2021-01-07 15:08,Ed Sheeran,Sing,39938
2021-01-07 15:09,Ed Sheeran,Bloodstream,9914
2021-01-07 15:09,Ed Sheeran,Don't,51408
2021-01-07 15:09,Ed Sheeran,Nina,24752
2021-01-07 15:09,Ed Sheeran,Photograph,5712
2021-01-07 15:10,Ed Sheeran,Tenerife Sea,51780
2021-01-07 15:11,Ed Sheeran,Thinking out Loud,5897
2021-01-07 15:11,Ed Sheeran,Afire Love,14930
2021-01-07 15:11,Ed Sheeran,The Man,15789
2021-01-07 15:11,Ed Sheeran,Runaway,9171
2021-01-07 15:12,Ed Sheeran,Take It Back,13444
2021-01-07 15:13,Ed Sheeran,Shirtsleeves,39543
2021-01-07 15:13,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",19504
2021-01-07 15:13,Ed Sheeran,Even My Dad Does Sometimes,5178
2021-01-07 15:14,Ed Sheeran,One,90255
2021-01-07 15:15,Ed Sheeran,Give Me Love,11308
2021-01-07 15:16,Ed Sheeran,Eraser,32043
2021-01-07 15:16,Ed Sheeran,Sing,15998
2021-01-07 15:17,Ed Sheeran,Castle on the Hill,48018
2021-01-07 15:18,Ed Sheeran,Shape of You,19365
2021-01-07 15:19,Ed Sheeran,Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,105999
2021-01-07 15:20,Ed Sheeran,Kiss Me,13514
2021-01-07 15:20,Ed Sheeran,Shape of You,33994
2021-01-07 15:21,Taylor Swift,tolerate it,2205
2021-01-07 15:21,Ed Sheeran,Give Me Love,15836
2021-01-07 15:21,Taylor Swift,my tears ricochet,2530
2021-01-07 15:21,Taylor Swift,willow,8498
2021-01-07 15:21,Taylor Swift,willow,28769
2021-01-07 15:22,Taylor Swift,willow,3993
2021-01-07 15:22,Taylor Swift,willow,68011
2021-01-07 15:23,Taylor Swift,Red,3599
2021-01-07 15:23,Taylor Swift,willow - lonely witch version,48947
2021-01-08 01:03,Céline Dion,Falling Into You,20774
2021-01-08 01:07,Taylor Swift,cardigan,239560
2021-01-08 01:12,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-08 01:15,Taylor Swift,this is me trying,195097
2021-01-08 01:19,Taylor Swift,willow,214706
2021-01-08 01:24,Taylor Swift,Enchanted,352200
2021-01-08 01:28,Taylor Swift,peace,234000
2021-01-08 01:33,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-08 01:37,Taylor Swift,the 1,210251
2021-01-08 01:41,Taylor Swift,tolerate it,245440
2021-01-08 01:44,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),193000
2021-01-08 01:48,Taylor Swift,mad woman,237258
2021-01-08 01:52,Taylor Swift,You Belong With Me,231146
2021-01-08 01:55,Taylor Swift,Red,223093
2021-01-08 02:01,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-08 02:04,Taylor Swift,this is me trying,195097
2021-01-08 02:08,Taylor Swift,willow,214706
2021-01-08 03:18,Taylor Swift,Enchanted,611578
2021-01-08 03:23,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-08 03:27,Taylor Swift,tolerate it,1776
2021-01-08 03:27,Taylor Swift,You Belong With Me,38541
2021-01-08 03:27,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),1963
2021-01-08 03:27,Taylor Swift,the 1,210251
2021-01-08 03:27,Taylor Swift,mad woman,1288
2021-01-08 03:31,Taylor Swift,Red,223093
2021-01-08 03:36,Taylor Swift,cardigan,239560
2021-01-08 03:41,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-08 03:57,Taylor Swift,this is me trying,9812
2021-01-08 04:27,Taylor Swift,willow,58820
2021-01-08 06:47,Taylor Swift,willow,214706
2021-01-08 07:16,Taylor Swift,tolerate it,194473
2021-01-08 09:14,Taylor Swift,Red,71842
2021-01-08 09:16,Taylor Swift,Red,147900
2021-01-08 09:22,Taylor Swift,evermore (feat. Bon Iver),4263
2021-01-08 09:22,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-08 09:26,Taylor Swift,willow,214706
2021-01-08 09:31,Taylor Swift,Enchanted,352200
2021-01-08 09:32,Taylor Swift,tolerate it,14217
2021-01-08 09:36,Taylor Swift,You Belong With Me,231146
2021-01-08 09:39,Taylor Swift,Red,223093
2021-01-08 09:43,Taylor Swift,the 1,210251
2021-01-08 09:48,Taylor Swift,mad woman,22485
2021-01-08 09:48,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-08 10:40,Taylor Swift,cardigan,239560
2021-01-08 10:43,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),193000
2021-01-08 10:45,Taylor Swift,this is me trying,131633
2021-01-08 10:46,Taylor Swift,Our Song,58258
2021-01-08 10:47,Taylor Swift,the 1,31834
2021-01-08 10:47,Taylor Swift,Mean,43281
2021-01-08 10:48,Taylor Swift,State Of Grace,59582
2021-01-08 10:50,Taylor Swift,Style,85356
2021-01-08 10:51,Taylor Swift,Dear John,42747
2021-01-08 10:51,Taylor Swift,Love Story,35294
2021-01-08 10:55,Taylor Swift,Blank Space,207261
2021-01-08 10:58,Céline Dion,All By Myself,170155
2021-01-08 10:58,Mariah Carey,Hero,9798
2021-01-08 10:59,Taylor Swift,Enchanted,90836
2021-01-08 11:06,Taylor Swift,Enchanted,261859
2021-01-08 11:09,Taylor Swift,the 1,210251
2021-01-08 11:13,Taylor Swift,willow,214706
2021-01-08 11:18,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-08 11:22,Taylor Swift,You Belong With Me,231146
2021-01-08 11:27,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),193000
2021-01-08 11:31,Taylor Swift,cardigan,239560
2021-01-08 11:34,Taylor Swift,this is me trying,195097
2021-01-08 11:35,Taylor Swift,Enchanted,62206
2021-01-08 11:35,Taylor Swift,tolerate it,23401
2021-01-08 11:39,Taylor Swift,You Belong With Me,231146
2021-01-08 11:43,Taylor Swift,Red,223093
2021-01-08 11:49,Taylor Swift,Enchanted,352200
2021-01-08 11:55,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-08 12:00,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-08 12:04,Taylor Swift,willow,214706
2021-01-08 12:08,Taylor Swift,You Belong With Me,231146
2021-01-08 12:12,Taylor Swift,Red,223093
2021-01-08 12:18,Taylor Swift,Enchanted,352200
2021-01-08 12:23,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-08 12:28,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-08 12:37,Taylor Swift,willow,214706
2021-01-08 12:41,Taylor Swift,You Belong With Me,231146
2021-01-08 12:45,Taylor Swift,Red,223093
2021-01-08 12:51,Taylor Swift,Enchanted,352200
2021-01-08 12:56,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-08 13:01,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-08 13:04,Taylor Swift,willow,214706
2021-01-08 13:05,Taylor Swift,You Belong With Me,33733
2021-01-08 13:08,Taylor Swift,the 1,210251
2021-01-08 13:12,Taylor Swift,Red,223093
2021-01-08 13:28,Taylor Swift,Enchanted,340038
2021-01-08 13:40,Taylor Swift,Red,223093
2021-01-08 14:01,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),193000
2021-01-08 14:06,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-08 14:10,Taylor Swift,tolerate it,245440
2021-01-08 14:14,Taylor Swift,cardigan,239560
2021-01-08 14:17,Taylor Swift,this is me trying,195097
2021-01-08 14:20,Taylor Swift,willow,214706
2021-01-08 14:26,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-08 14:27,Taylor Swift,the 1,110221
2021-01-08 14:31,Taylor Swift,You Belong With Me,231146
2021-01-08 14:37,Taylor Swift,Enchanted,352200
2021-01-08 14:41,Taylor Swift,Red,223093
2021-01-08 14:44,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),193000
2021-01-08 14:49,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-08 14:53,Taylor Swift,tolerate it,245440
2021-01-08 14:57,Taylor Swift,cardigan,239560
2021-01-08 15:00,Taylor Swift,this is me trying,195097
2021-01-08 15:04,Taylor Swift,willow,214706
2021-01-08 15:18,Taylor Swift,evermore (feat. Bon Iver),232644
2021-01-08 16:22,Taylor Swift,Enchanted,352200
2021-01-08 16:27,Taylor Swift,cardigan,729
2021-01-08 16:27,Taylor Swift,tolerate it,1254
2021-01-08 16:27,Taylor Swift,You Belong With Me,707
2021-01-08 16:27,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),1821
2021-01-08 16:27,Taylor Swift,evermore (feat. Bon Iver),1091
2021-01-08 16:27,Taylor Swift,the 1,9310
2021-01-08 16:27,Taylor Swift,this is me trying,3679
2021-01-08 16:27,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-08 16:31,Taylor Swift,willow,214706
2021-01-08 16:34,Taylor Swift,Red,183871
2021-01-08 16:34,Justin Bieber,Anyone,0
2021-01-08 16:34,Justin Bieber,Anyone,757
2021-01-08 16:34,Justin Bieber,Anyone,9875
2021-01-08 16:36,Justin Bieber,Anyone,97012
2021-01-08 16:37,Justin Bieber,Mistletoe,86496
2021-01-08 16:38,Justin Bieber,Lonely (with benny blanco),43930
2021-01-08 16:39,Ariana Grande,Stuck with U (with Justin Bieber),80382
2021-01-08 16:40,Mandy Moore,Cry,38874
2021-01-08 16:40,Mandy Moore,Cry,0
2021-01-08 16:43,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",157033
2021-01-08 16:43,Taylor Swift,Picture To Burn,9985
2021-01-08 16:43,Taylor Swift,A Place in this World,8110
2021-01-08 16:45,Taylor Swift,A Place in this World,3116
2021-01-08 16:45,Taylor Swift,Cold As You,16425
2021-01-08 16:45,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,104742
2021-01-08 16:46,Taylor Swift,The Outside,50504
2021-01-08 16:47,Taylor Swift,Tied Together with a Smile,73697
2021-01-08 16:48,Taylor Swift,Stay Beautiful,24404
2021-01-08 16:49,Taylor Swift,Should've Said No,79661
2021-01-08 16:50,Taylor Swift,Mary's Song (Oh My My My),34411
2021-01-08 16:51,Taylor Swift,Our Song,105826
2021-01-08 16:52,Taylor Swift,I'm Only Me When I'm With You,38470
2021-01-08 16:53,Taylor Swift,Invisible,77617
2021-01-08 16:55,Taylor Swift,A Perfectly Good Heart,75560
2021-01-08 16:58,Taylor Swift,Tim McGraw,217505
2021-01-08 16:59,Ed Sheeran,Dive,280
2021-01-08 16:59,Ed Sheeran,Shape of You,28410
2021-01-08 16:59,Ed Sheeran,Shape of You,672
2021-01-08 16:59,Ed Sheeran,Shape of You,7489
2021-01-08 17:02,Ed Sheeran,Shape of You,202239
2021-01-08 17:03,Ed Sheeran,Galway Girl,0
2021-01-08 17:03,Ed Sheeran,Perfect,5349
2021-01-08 17:03,Ed Sheeran,Perfect,32399
2021-01-08 17:04,Ed Sheeran,Eraser,16947
2021-01-08 17:04,Ed Sheeran,Eraser,23
2021-01-08 17:04,Ed Sheeran,Castle on the Hill,1517
2021-01-08 17:04,Ed Sheeran,Castle on the Hill,5957
2021-01-08 17:04,Ed Sheeran,Hearts Don't Break Around Here,47236
2021-01-08 17:06,Ed Sheeran,Dive,5110
2021-01-08 17:06,Ed Sheeran,Dive,103586
2021-01-08 17:06,Ed Sheeran,Castle on the Hill,23
2021-01-08 17:17,Taylor Swift,Invisible,7732
2021-01-09 00:46,Taylor Swift,You Belong With Me,231146
2021-01-09 00:50,Taylor Swift,Red,223093
2021-01-09 00:56,Taylor Swift,Enchanted,352200
2021-01-09 01:01,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-09 01:04,Taylor Swift,willow,214706
2021-01-09 01:09,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-09 01:13,Taylor Swift,You Belong With Me,231146
2021-01-09 01:17,Taylor Swift,Red,223093
2021-01-09 01:23,Taylor Swift,Enchanted,352200
2021-01-09 01:24,Taylor Swift,evermore (feat. Bon Iver),75351
2021-01-09 01:24,Taylor Swift,the 1,6775
2021-01-09 01:30,Taylor Swift,Enchanted,352200
2021-01-09 01:33,Taylor Swift,Red,223093
2021-01-09 01:37,Taylor Swift,willow,214706
2021-01-09 01:41,Taylor Swift,You Belong With Me,231146
2021-01-09 01:46,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-09 01:49,Taylor Swift,this is me trying,195097
2021-01-09 01:54,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-09 01:58,Taylor Swift,cardigan,239560
2021-01-09 02:02,Taylor Swift,tolerate it,245440
2021-01-09 02:03,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),1487
2021-01-09 02:03,Taylor Swift,the 1,918
2021-01-09 02:03,Taylor Swift,Fearless,56281
2021-01-09 02:07,Taylor Swift,Love Story,235280
2021-01-09 02:08,Taylor Swift,Tim McGraw,27941
2021-01-09 02:08,Taylor Swift,Love Story,752
2021-01-09 02:11,Taylor Swift,Tim McGraw,232106
2021-01-09 02:13,Taylor Swift,State Of Grace,88256
2021-01-09 02:17,Taylor Swift,Style,231000
2021-01-09 02:18,Taylor Swift,Dear John,59183
2021-01-09 02:22,Taylor Swift,Blank Space,231826
2021-01-09 02:34,Taylor Swift,peace,4063
2021-01-09 04:20,Taylor Swift,Enchanted,352200
2021-01-09 04:24,Taylor Swift,Red,223093
2021-01-09 04:27,Taylor Swift,willow,214706
2021-01-09 04:32,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-09 04:52,Taylor Swift,You Belong With Me,154525
2021-01-09 06:33,Taylor Swift,You Belong With Me,76849
2021-01-09 06:50,Taylor Swift,evermore (feat. Bon Iver),66650
2021-01-09 08:38,Taylor Swift,Tim McGraw,232
2021-01-09 08:38,Taylor Swift,exile (feat. Bon Iver),13490
2021-01-09 08:38,Taylor Swift,Dear John,6617
2021-01-09 08:42,Taylor Swift,Tim McGraw,232106
2021-01-09 08:45,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,203040
2021-01-09 08:49,Taylor Swift,Love Story,235280
2021-01-09 08:54,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-09 08:57,Taylor Swift,this is me trying,195097
2021-01-09 09:23,Taylor Swift,You Belong With Me,231146
2021-01-09 09:26,Taylor Swift,peace,145538
2021-01-09 09:27,Taylor Swift,peace,22426
2021-01-09 09:32,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-09 09:35,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),193000
2021-01-09 09:46,Taylor Swift,Love Story,90272
2021-01-09 10:56,Taylor Swift,Love Story,262411
2021-01-09 11:00,Taylor Swift,willow,214706
2021-01-09 11:04,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-09 11:08,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,203040
2021-01-09 11:12,Taylor Swift,Tim McGraw,232106
2021-01-09 11:15,Taylor Swift,this is me trying,195097
2021-01-09 11:31,Taylor Swift,tolerate it,204240
2021-01-09 11:43,Taylor Swift,Red,108640
2021-01-09 11:49,Taylor Swift,Red,114483
2021-01-09 11:53,Taylor Swift,cardigan,18723
2021-01-09 11:53,Taylor Swift,the 1,24270
2021-01-09 11:53,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,203040
2021-01-09 11:57,Taylor Swift,You Belong With Me,231146
2021-01-09 12:01,Taylor Swift,Love Story,235280
2021-01-09 12:07,Taylor Swift,Enchanted,352200
2021-01-09 12:12,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-09 12:13,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),81952
2021-01-09 12:15,Taylor Swift,I Think He Knows,85978
2021-01-09 12:15,Taylor Swift,I Forgot That You Existed,10505
2021-01-09 12:18,Taylor Swift,Death By A Thousand Cuts,198532
2021-01-09 12:20,Taylor Swift,Afterglow,92013
2021-01-09 12:20,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,3498
2021-01-09 12:39,Taylor Swift,Tim McGraw,120999
2021-01-09 12:50,Rihanna,Umbrella,16114
2021-01-09 12:51,Rihanna,Love On The Brain,21548
2021-01-09 12:52,Eminem,Love The Way You Lie,44419
2021-01-09 12:55,Taylor Swift,Invisible,203226
2021-01-09 12:59,Taylor Swift,Enchanted,1532
2021-01-09 12:59,Taylor Swift,Our Song,198117
2021-01-09 13:23,Taylor Swift,willow,214706
2021-01-09 13:28,Taylor Swift,You Belong With Me,231146
2021-01-09 13:44,Taylor Swift,exile (feat. Bon Iver),151706
2021-01-09 14:11,Taylor Swift,willow,214706
2021-01-09 14:14,Taylor Swift,this is me trying,195097
2021-01-09 14:26,Taylor Swift,exile (feat. Bon Iver),94675
2021-01-09 15:19,Taylor Swift,Enchanted,121620
2021-01-09 15:23,Taylor Swift,hoax,560
2021-01-09 15:23,Taylor Swift,Enchanted,107810
2021-01-09 15:24,Taylor Swift,Tell Me Why,64830
2021-01-09 15:25,Taylor Swift,Red,47480
2021-01-09 15:29,Taylor Swift,champagne problems,244000
2021-01-09 15:31,Taylor Swift,gold rush,48715
2021-01-09 15:33,Taylor Swift,gold rush,136604
2021-01-09 15:35,Taylor Swift,‘tis the damn season,66641
2021-01-09 15:39,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,203040
2021-01-09 15:43,Taylor Swift,Enchanted,9195
2021-01-09 15:43,Taylor Swift,Enchanted,10719
2021-01-09 15:43,Taylor Swift,Love Story,235280
2021-01-10 02:23,Taylor Swift,Enchanted,346876
2021-01-10 02:27,Taylor Swift,Red,223093
2021-01-10 02:30,Taylor Swift,willow,214706
2021-01-10 02:34,Taylor Swift,You Belong With Me,231146
2021-01-10 02:39,Taylor Swift,exile (feat. Bon Iver),285634
2021-01-10 02:42,Taylor Swift,this is me trying,195097
2021-01-10 02:47,Taylor Swift,evermore (feat. Bon Iver),304106
2021-01-10 02:51,Taylor Swift,cardigan,239560
2021-01-10 02:55,Taylor Swift,tolerate it,245440
2021-01-10 03:08,Taylor Swift,Fearless,163863
